school_year,district,school_name,school_key,dpi_true_id,accurate_agency_type,broad_agency_type,Choice Students,All Students,rc_n
2024-25,La Crosse,Hintgen Elementary,014124,2849_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Hintgen Elementary School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,North Woods International School,014369,2849_0111,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/North Woods International School School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,Northside Elementary,014368,2849_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Northside Elementary School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,School of Technology and Arts I,026908,2849_0360,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/School of Technology and Arts I School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,Southern Bluffs Elementary,014123,2849_0110,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Southern Bluffs Elementary School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,Spence Elementary,014127,2849_0290,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Spence Elementary School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,State Road Elementary,014128,2849_0320,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/State Road Elementary School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,Summit Environmental School,014129,2849_0340,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Summit Environmental School School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,Logan Middle,014371,2849_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Logan Middle School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,Longfellow Middle,014126,2849_0240,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Longfellow Middle School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,School of Technology and Arts II,039520,2849_0204,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/School of Technology and Arts II School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,Coulee Region Virtual Academy,001950,2849_9500,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Coulee Region Virtual Academy School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,Central High,014120,2849_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Central High School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,La Crosse Polytechnic School,000666,2849_0250,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/La Crosse Polytechnic School School Report Card 2024-25.pdf,all_only
2024-25,La Crosse,Logan High,014372,2849_0220,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Logan High School Report Card 2024-25.pdf,all_only
2024-25,La Farge,Kickapoo Valley Forest School,001967,2863_0100,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Farge/Kickapoo Valley Forest School School Report Card 2024-25.pdf,all_only
2024-25,La Farge,La Farge Elementary,014721,2863_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Farge/La Farge Elementary School Report Card 2024-25.pdf,all_only
2024-25,La Farge,La Farge Middle,070069,2863_0210,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Farge/La Farge Middle School Report Card 2024-25.pdf,all_only
2024-25,La Farge,La Farge High,014722,2863_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Farge/La Farge High School Report Card 2024-25.pdf,all_only
2024-25,Lac du Flambeau #1,Lac du Flambeau Elementary,013803,1848_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lac du Flambeau #1/Lac du Flambeau Elementary School Report Card 2024-25.pdf,all_only
2024-25,Ladysmith,Ladysmith Elementary,016712,2856_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ladysmith/Ladysmith Elementary School Report Card 2024-25.pdf,all_only
2024-25,Ladysmith,Ladysmith Middle,016714,2856_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ladysmith/Ladysmith Middle School Report Card 2024-25.pdf,all_only
2024-25,Ladysmith,Ladysmith High,016713,2856_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ladysmith/Ladysmith High School Report Card 2024-25.pdf,all_only
2024-25,Lake Country,Lake Country School,001307,3862_0030,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lake Country/Lake Country School School Report Card 2024-25.pdf,all_only
2024-25,Lake Country Classical Academy Inc,Lake Country Classical Academy Inc,001943,8021_8147,2r/2x Charter,Independently Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lake Country Classical Academy Inc/Lake Country Classical Academy Inc School Report Card 2024-25.pdf,all_only
2024-25,Lake Geneva J1,Central - Denison Elementary,003312,2885_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lake Geneva J1/Central - Denison Elementary School Report Card 2024-25.pdf,all_only
2024-25,Lake Geneva J1,Eastview Elementary,003314,2885_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lake Geneva J1/Eastview Elementary School Report Card 2024-25.pdf,all_only
2024-25,Lake Geneva J1,Maple Park Charter School,001809,2885_0150,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lake Geneva J1/Maple Park Charter School School Report Card 2024-25.pdf,all_only
