school_year,district,school_name,school_key,dpi_true_id,accurate_agency_type,broad_agency_type,Choice Students,All Students,rc_n
2024-25,Menasha Private,Shepherd of the Valley Lutheran School Inc,010807,0000_1940,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menasha Private/Shepherd of the Valley Lutheran School Inc Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menasha Private/Shepherd of the Valley Lutheran School Inc All Students School Report Card 2024-25.pdf,both
2024-25,Mattoon Private,Shepherds Watch Christian Academy,002225,0000_1906,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mattoon Private/Shepherds Watch Christian Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Shining Star Christian Schools Inc,000949,0000_1704,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Shining Star Christian Schools Inc Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Kenosha Private,Shoreland Lutheran High School,003657,0000_8213,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha Private/Shoreland Lutheran High School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha Private/Shoreland Lutheran High School All Students School Report Card 2024-25.pdf,both
2024-25,Racine Private,Siena Catholic Schools of Racine Inc,005760,0000_3430,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Siena Catholic Schools of Racine Inc Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Siena Catholic Schools of Racine Inc All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Siloah Lutheran School,004573,0000_8217,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Siloah Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Siloah Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,New Berlin Private,Star of Bethlehem Evangelical Lutheran School,003481,0000_8358,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/New Berlin Private/Star of Bethlehem Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Stevens Point Private,Stevens Point Christian Academy,013184,0000_0766,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Stevens Point Private/Stevens Point Christian Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Menomonie Private,Summit Christian Academy,002302,0000_1949,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menomonie Private/Summit Christian Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Tamarack Waldorf School,030877,0000_1048,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Tamarack Waldorf School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,The City School,001732,0000_1776,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/The City School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Thorp Private,Thorp Catholic School,016139,0000_8372,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Thorp Private/Thorp Catholic School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Glendale Private,Torah Academy of Milwaukee,004791,0000_8379,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Glendale Private/Torah Academy of Milwaukee Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Brillion Private,Trinity Evangelical Lutheran School,010441,0000_8378,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Brillion Private/Trinity Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Campbellsport Private,Trinity Lutheran Church and School,000905,0000_8635,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Campbellsport Private/Trinity Lutheran Church and School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Campbellsport Private/Trinity Lutheran Church and School All Students School Report Card 2024-25.pdf,both
2024-25,West Allis Private,Trinity Lutheran Classical High School,002232,0000_1908,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/West Allis Private/Trinity Lutheran Classical High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Athens Private,Trinity Lutheran School,012446,0000_8380,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Athens Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Marinette Private,Trinity Lutheran School,010884,0000_8520,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Marinette Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Waukesha Private,Trinity Lutheran School,003995,0000_8547,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waukesha Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waukesha Private/Trinity Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Racine Private,Trinity Lutheran School,005716,0000_8540,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Trinity Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Hilbert Private,Trinity Lutheran School,010668,0000_8400,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hilbert Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Caledonia Private,Trinity Lutheran School,002662,0000_8505,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Caledonia Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Wausau Private,Trinity Lutheran School,012156,0000_8480,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wausau Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wausau Private/Trinity Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Mequon Private,Trinity Lutheran School,002542,0000_8430,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mequon Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mequon Private/Trinity Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Oshkosh Private,Trinity Lutheran School,017173,0000_8530,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Trinity Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Sheboygan Private,Trinity Lutheran School,002096,0000_8460,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sheboygan Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Merrill Private,Trinity Lutheran School,012848,0000_8440,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Merrill Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Merrill Private/Trinity Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,West Bend Private,Trinity Lutheran School,002473,0000_8490,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/West Bend Private/Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Watertown Private,Trinity St Luke's Lutheran School,002404,0000_8549,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Watertown Private/Trinity St Luke's Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Universal Scholars Academy,002111,0000_1868,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Universal Scholars Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Universal Scholars Academy All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Up Christian Academy Inc,002233,0000_1909,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Up Christian Academy Inc Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Oshkosh Private,Valley Christian School,071177,0000_1229,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Valley Christian School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Valley Christian School All Students School Report Card 2024-25.pdf,both
2024-25,Neenah Private,Valley Christian School,002154,0000_1877,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Neenah Private/Valley Christian School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Neenah Private/Valley Christian School All Students School Report Card 2024-25.pdf,both
2024-25,Osceola Private,Valley Christian School,010340,0000_8608,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Osceola Private/Valley Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Victory Christian Academy,001825,0000_1796,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Victory Christian Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Victory Christian Academy All Students School Report Card 2024-25.pdf,both
2024-25,Waukesha Private,Waukesha Catholic School System,003994,0000_6060,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waukesha Private/Waukesha Catholic School System Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waukesha Private/Waukesha Catholic School System All Students School Report Card 2024-25.pdf,both
2024-25,Waupaca Private,Waupaca Christian Academy,018288,0000_0660,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waupaca Private/Waupaca Christian Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Middleton Private,Westside Christian School,071312,0000_1256,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Middleton Private/Westside Christian School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Middleton Private/Westside Christian School All Students School Report Card 2024-25.pdf,both
2024-25,Fond du Lac Private,Winnebago Lutheran Academy,017738,0000_8700,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Fond du Lac Private/Winnebago Lutheran Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Columbus Private,Wisconsin Academy,009490,0000_8710,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Columbus Private/Wisconsin Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Wisconsin Institute for Torah Study,004819,0000_8705,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Wisconsin Institute for Torah Study Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Wisconsin Lutheran High School,004934,0000_8720,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Wisconsin Lutheran High School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Wisconsin Lutheran High School All Students School Report Card 2024-25.pdf,both
2024-25,Racine Private,Wisconsin Lutheran School,005762,0000_8722,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Wisconsin Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/Wisconsin Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Shawano Private,Wolf River Lutheran High School,072789,0000_1391,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Shawano Private/Wolf River Lutheran High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Oshkosh Private,Wyldewood Christian School,017297,0000_8737,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Wyldewood Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Appleton Private,Xavier Elementary: Marquette Street,017354,0000_7595,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Private/Xavier Elementary: Marquette Street Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Appleton Private,Xavier Elementary: McDonald Street,017355,0000_7965,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Private/Xavier Elementary: McDonald Street Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Appleton Private,Xavier High School,017451,0000_8750,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Private/Xavier High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Appleton Private,Xavier Middle School,017352,0000_5230,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Private/Xavier Middle School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Yeshiva Elementary School,005097,0000_8740,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Yeshiva Elementary School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Yeshiva Elementary School All Students School Report Card 2024-25.pdf,both
2024-25,Menomonee Falls Private,Zion Lutheran School,001644,0000_8800,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menomonee Falls Private/Zion Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menomonee Falls Private/Zion Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Hartland Private,Zion Lutheran School,001309,0000_8835,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hartland Private/Zion Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Greenleaf Private,Zion Lutheran School of Wayside,010651,0000_8843,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Greenleaf Private/Zion Lutheran School of Wayside Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Abbotsford,Abbotsford Elementary,012331,0007_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Abbotsford/Abbotsford Elementary School Report Card 2024-25.pdf,all_only
2024-25,Abbotsford,Abbotsford Middle/Senior High,012332,0007_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Abbotsford/Abbotsford Middle/Senior High School Report Card 2024-25.pdf,all_only
2024-25,Adams-Friendship Area,Adams-Friendship Elementary,009301,0014_0130,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Adams-Friendship Area/Adams-Friendship Elementary School Report Card 2024-25.pdf,all_only
2024-25,Adams-Friendship Area,Adams-Friendship Middle,009300,0014_0210,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Adams-Friendship Area/Adams-Friendship Middle School Report Card 2024-25.pdf,all_only
2024-25,Adams-Friendship Area,Adams-Friendship High,009299,0014_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Adams-Friendship Area/Adams-Friendship High School Report Card 2024-25.pdf,all_only
2024-25,Adeline Montessori School Inc,Adeline Montessori School Inc,002004,8022_8148,2r/2x Charter,Independently Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Adeline Montessori School Inc/Adeline Montessori School Inc School Report Card 2024-25.pdf,all_only
2024-25,Albany,Albany Elementary,005922,0063_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Albany/Albany Elementary School Report Card 2024-25.pdf,all_only
2024-25,Albany,Albany Community Middle,005924,0063_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Albany/Albany Community Middle School Report Card 2024-25.pdf,all_only
2024-25,Albany,Albany High,005923,0063_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Albany/Albany High School Report Card 2024-25.pdf,all_only
2024-25,Algoma,Algoma Elementary,011283,0070_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Algoma/Algoma Elementary School Report Card 2024-25.pdf,all_only
2024-25,Algoma,Algoma High,011284,0070_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Algoma/Algoma High School Report Card 2024-25.pdf,all_only
2024-25,Algoma,Algoma Venture Academy,002003,0070_0400,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Algoma/Algoma Venture Academy School Report Card 2024-25.pdf,all_only
2024-25,Alma,Alma Elementary,014406,0084_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Alma/Alma Elementary School Report Card 2024-25.pdf,all_only
2024-25,Alma,Alma High,014407,0084_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Alma/Alma High School Report Card 2024-25.pdf,all_only
2024-25,Alma Center,Lincoln Elementary,015906,0091_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Alma Center/Lincoln Elementary School Report Card 2024-25.pdf,all_only
2024-25,Alma Center,Lincoln Jr/Sr High School,014427,0091_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Alma Center/Lincoln Jr/Sr High School School Report Card 2024-25.pdf,all_only
2024-25,Almond-Bancroft,Almond-Bancroft Elementary,017313,0105_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Almond-Bancroft/Almond-Bancroft Elementary School Report Card 2024-25.pdf,all_only
2024-25,Almond-Bancroft,Almond-Bancroft Middle,001576,0105_0250,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Almond-Bancroft/Almond-Bancroft Middle School Report Card 2024-25.pdf,all_only
2024-25,Almond-Bancroft,Almond-Bancroft High,017314,0105_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Almond-Bancroft/Almond-Bancroft High School Report Card 2024-25.pdf,all_only
2024-25,Altoona,Altoona Elementary,015356,0112_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Altoona/Altoona Elementary School Report Card 2024-25.pdf,all_only
2024-25,Altoona,Altoona Intermediate,000783,0112_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Altoona/Altoona Intermediate School Report Card 2024-25.pdf,all_only
2024-25,Altoona,Altoona Middle,015355,0112_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Altoona/Altoona Middle School Report Card 2024-25.pdf,all_only
2024-25,Altoona,Altoona High,015354,0112_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Altoona/Altoona High School Report Card 2024-25.pdf,all_only
2024-25,Amery,Amery Intermediate,009980,0119_0050,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Amery/Amery Intermediate School Report Card 2024-25.pdf,all_only
2024-25,Amery,Lien Elementary,009978,0119_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Amery/Lien Elementary School Report Card 2024-25.pdf,all_only
2024-25,Amery,Amery Middle,009981,0119_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Amery/Amery Middle School Report Card 2024-25.pdf,all_only
2024-25,Amery,Amery High,009979,0119_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Amery/Amery High School Report Card 2024-25.pdf,all_only
2024-25,Antigo Unified,East Elementary,012390,0140_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Antigo Unified/East Elementary School Report Card 2024-25.pdf,all_only
2024-25,Antigo Unified,North Elementary,012391,0140_0180,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Antigo Unified/North Elementary School Report Card 2024-25.pdf,all_only
2024-25,Antigo Unified,West Elementary,012394,0140_0280,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Antigo Unified/West Elementary School Report Card 2024-25.pdf,all_only
2024-25,Antigo Unified,Antigo Middle,012387,0140_0050,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Antigo Unified/Antigo Middle School Report Card 2024-25.pdf,all_only
2024-25,Antigo Unified,Antigo High,012388,0140_0070,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Antigo Unified/Antigo High School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Appleton Bilingual School,000649,0147_0155,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Appleton Bilingual School School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Appleton Public Montessori,000063,0147_0145,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Appleton Public Montessori School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Badger Elementary,017331,0147_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Badger Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Berry Elementary,017472,0147_0220,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Berry Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Classical School,070074,0147_0110,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Classical School School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Columbus Elementary,017332,0147_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Columbus Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Edison Elementary,017333,0147_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Edison Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Ferber Elementary,017335,0147_0130,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Ferber Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Fox River Academy,000062,0147_0135,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Fox River Academy School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Franklin Elementary,017337,0147_0160,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Franklin Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Highlands Elementary,017338,0147_0180,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Highlands Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Horizons Elementary,017470,0147_0190,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Horizons Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Houdini Elementary,017471,0147_0195,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Houdini Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Huntley Elementary,017339,0147_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Huntley Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Jefferson Elementary,017340,0147_0240,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Jefferson Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Johnston Elementary,017341,0147_0260,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Johnston Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,McKinley Elementary,017344,0147_0320,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/McKinley Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Odyssey-Magellan,071200,0147_0210,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Odyssey-Magellan School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Richmond Elementary,017345,0147_0340,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Richmond Elementary School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Ronald C Dunlap Elementary School,017342,0147_0280,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Ronald C Dunlap Elementary School School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Stephen Foster Elementary Charter,000196,0147_0150,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Stephen Foster Elementary Charter School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,The Omolade Academy,002305,0147_0170,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/The Omolade Academy School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Einstein Middle,017334,0147_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Einstein Middle School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Kaleidoscope Academy,000256,0147_0250,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Kaleidoscope Academy School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Madison Middle,017343,0147_0300,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Madison Middle School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Wilson Middle,017348,0147_0410,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Wilson Middle School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Appleton Cooperative Educational Center,000241,0147_0800,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Appleton Cooperative Educational Center School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Wisconsin Connections Academy,000627,0147_0850,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Wisconsin Connections Academy School Report Card 2024-25.pdf,all_only
2024-25,Appleton Area,Appleton eSchool,071976,0147_0440,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Area/Appleton eSchool School Report Card 2024-25.pdf,all_only
